time,psi_deg,target_psi_deg,angle_error_deg,omega_rad_s,u_cmd,roll_deg,pitch_deg,moment_nm,horizon,q_angle,q_terminal,q_omega,r_u,r_du,solver_success
0.0,-0.06961309086743768,-90.0,-89.93038690913257,-0.01214977638126783,-0.06,-5.0,3.0000000000000004,4025.697883249793,37,8.536759717766639,144.15418729949874,1.0147038871066556,0.03201284894162489,3.8051395766499585,True
0.1,-0.2088392726023131,-90.0,-89.79116072739768,-0.02429955276253567,-0.12,-5.0,3.0000000000000004,4025.697883249793,37,8.536759717766639,144.15418729949874,1.0147038871066556,0.03201284894162489,3.8051395766499585,True
0.2,-0.4176785452046262,-90.0,-89.58232145479536,-0.0364493291438035,-0.18,-5.0,3.0000000000000004,4025.697883249793,37,8.536759717766639,144.15418729949874,1.0147038871066556,0.03201284894162489,3.8051395766499585,True
0.30000000000000004,-0.696130908674377,-90.0,-89.30386909132562,-0.04859910552507132,-0.24,-5.0,3.0000000000000004,4025.697883249793,37,8.536759717766639,144.15418729949874,1.0147038871066556,0.03201284894162489,3.8051395766499585,True
0.4,-1.0441963630115656,-90.0,-88.95580363698843,-0.06074888190633916,-0.3,-5.0,3.0000000000000004,4025.697883249793,37,8.536759717766639,144.15418729949874,1.0147038871066556,0.03201284894162489,3.8051395766499585,True
0.5,-1.4618749082161917,-90.0,-88.5381250917838,-0.072898658287607,-0.36,-5.0,3.0000000000000004,4025.697883249793,37,8.536759717766639,144.15418729949874,1.0147038871066556,0.03201284894162489,3.8051395766499585,True
0.6000000000000001,-1.956661169020723,-90.0,-88.04333883097927,-0.0863564934467044,-0.42,-5.0,3.0000000000000004,4025.697883249793,37,8.536759717766639,144.15418729949874,1.0147038871066556,0.03201284894162489,3.8051395766499585,True
0.7000000000000001,-2.543544394890095,-90.0,-87.4564556051099,-0.10243044616146103,-0.48,-5.0,3.0000000000000004,4025.697883249793,37,8.536759717766639,144.15418729949874,1.0147038871066556,0.03201284894162489,3.8051395766499585,True
0.8,-3.2834767807747927,-90.0,-86.71652321922521,-0.12914256375825184,-0.54,-5.0,3.0000000000000004,4025.697883249793,37,8.536759717766639,144.15418729949874,1.0147038871066556,0.03201284894162489,3.8051395766499585,True
0.9,-4.206934424150057,-90.0,-85.79306557584995,-0.1611737637960597,-0.6000000000000001,-5.0,3.0000000000000004,4025.697883249793,36,8.536759717766639,144.15418729949874,1.0147038871066556,0.03201284894162489,3.8051395766499585,True
1.0,-5.226216673000489,-90.0,-84.7737833269995,-0.17789831249572224,-0.6600000000000001,-5.0,3.0000000000000004,4025.697883249793,36,8.536759717766639,144.15418729949874,1.0147038871066556,0.03201284894162489,3.8051395766499585,True
1.1,-6.468895138304674,-90.0,-83.53110486169533,-0.21688830763188138,-0.7200000000000002,-5.0,3.0000000000000004,4025.697883249793,36,8.536759717766639,144.15418729949874,1.0147038871066556,0.03201284894162489,3.8051395766499585,True
1.2000000000000002,-8.190113042019776,-90.0,-81.80988695798023,-0.30040919564103286,-0.7800000000000002,-5.0,3.0000000000000004,4025.697883249793,35,8.536759717766639,144.15418729949874,1.0147038871066556,0.03201284894162489,3.8051395766499585,True
1.3,-10.245732560425568,-90.0,-79.75426743957443,-0.35877328764441213,-0.8400000000000003,-5.0,3.0000000000000004,4025.697883249793,35,8.536759717766639,144.15418729949874,1.0147038871066556,0.03201284894162489,3.8051395766499585,True
1.4000000000000001,-12.563684781661927,-90.0,-77.43631521833807,-0.40455898164490506,-0.8999999999999999,-5.0,3.0000000000000004,4025.697883249793,34,8.536759717766639,144.15418729949874,1.0147038871066556,0.03201284894162489,3.8051395766499585,True
1.5,-14.881637002898287,-90.0,-75.11836299710171,-0.40455898164490506,-0.8999999999999999,-5.0,3.0000000000000004,4025.697883249793,33,8.536759717766639,144.15418729949874,1.0147038871066556,0.03201284894162489,3.8051395766499585,True
1.6,-17.11214498985779,-90.0,-72.88785501014222,-0.38929708364474064,-0.8799999999999999,-5.0,3.0000000000000004,4025.697883249793,33,8.536759717766639,144.15418729949874,1.0147038871066556,0.03201284894162489,3.8051395766499585,True
1.7000000000000002,-19.34265297681729,-90.0,-70.65734702318271,-0.38929708364474064,-0.8799999999999999,-5.0,3.0000000000000004,4025.697883249793,32,8.536759717766639,144.15418729949874,1.0147038871066556,0.03201284894162489,3.8051395766499585,True
1.8,-21.573160963776797,-90.0,-68.4268390362232,-0.38929708364474064,-0.8799999999999999,-5.0,3.0000000000000004,4025.697883249793,31,8.536759717766639,144.15418729949874,1.0147038871066556,0.03201284894162489,3.8051395766499585,True
1.9000000000000001,-23.71622471645944,-90.0,-66.28377528354056,-0.3740351856445762,-0.8599999999999999,-5.0,3.0000000000000004,4025.697883249793,31,8.536759717766639,144.15418729949874,1.0147038871066556,0.03201284894162489,3.8051395766499585,True
2.0,-25.859288469142086,-90.0,-64.14071153085791,-0.3740351856445762,-0.8599999999999999,-5.0,3.0000000000000004,4025.697883249793,30,8.536759717766639,144.15418729949874,1.0147038871066556,0.03201284894162489,3.8051395766499585,True
2.1,-28.00235222182473,-90.0,-61.99764777817526,-0.3740351856445762,-0.8599999999999999,-5.0,3.0000000000000004,4025.697883249793,29,8.536759717766639,144.15418729949874,1.0147038871066556,0.03201284894162489,3.8051395766499585,True
